사업년도,보건소관리번호,보건소기호,보건소명,시도코드,시군구코드,우편번호,주소,국가암검진담당자연락처값,일반검진담당자연락처값,영유아검진담당자연락처값
2024,116200,11700068,서울특별시관악구보건소,11,620,8832,서울시관악구관악로145(봉천동),02)879-7186,02)879-7186,02)879-7155
2024,113800,11700076,서울특별시은평구보건소,11,380,3384,서울시은평구은평로195(녹번동),02)351-8298,02)351-8299,02)351-8234
2024,115600,11700084,서울특별시영등포구보건소,11,560,7260,서울시영등포구당산로123(당산동3가),02)2670-4813,02)2670-4833,02)2670-4743
2024,112000,11700092,서울특별시성동구보건소,11,200,4706,서울시성동구마장로23길10(홍익동),02)2286-7060,02)2286-7854,02)2286-7045
2024,117100,11700106,서울특별시송파구보건소,11,710,5552,서울시송파구올림픽로326(신천동),02-2147-3469,02-2147-3533,02-2147-3533
2024,112600,11700114,서울특별시중랑구보건소,11,260,2043,서울시중랑구봉화산로179(신내동),02)2094-0923,02)2094-0923,02)2094-0923
2024,111100,11700122,서울특별시종로구보건소,11,110,3035,서울시종로구자하문로19길36(옥인동),02)2148-3614,02)2148-3702,02)2148-3593
2024,115900,11700131,서울특별시동작구보건소,11,590,6963,서울시동작구장승배기로10길42(상도동),02)820-9643,02)820-9643,02)820-9449
2024,115000,11700149,서울특별시강서구보건소,11,500,7560,서울시강서구공항대로561(염창동275-12),02)2600-5884,02)2600-5980,02)2600-5865
2024,111400,11700157,서울특별시중구보건소,11,140,4611,서울시중구다산로39길16(무학동),02)3396-6422,02)3396-6423,02)3396-6423
2024,112300,11700165,서울특별시동대문구보건소,11,230,2565,서울시동대문구천호대로145(용두동),02)2127-5408,02)2127-5408,02)2127-5186
2024,113200,11700173,서울특별시도봉구보건소,11,320,1395,서울시도봉구방학로3길117(쌍문동),02)2091-4522,02)2091-4522,02)2091-4557
2024,111700,11700181,서울특별시용산구보건소,11,170,4390,서울시용산구녹사평대로150(이태원동),02)2199-8103,02)2199-8102,02)2199-8075
2024,116800,11700190,서울특별시강남구보건소,11,680,6088,서울시강남구선릉로668(삼성동),02)3423-7125,02)3423-7125,02)3423-7261
2024,114700,11700211,서울특별시양천구보건소,11,470,8095,서울시양천구목동서로339(신정동),02)2620-3935,02)2620-4342,02)2620-4349
2024,115300,11700220,서울특별시구로구보건소,11,530,8299,서울시구로구구로중앙로28길66(구로동),02)860-2456,02)860-2442,02)860-3274
2024,113050,11700238,서울특별시강북구보건소,11,305,1145,서울시강북구한천로897(번동),02-901-7746,02-901-7746,02-901-7676
2024,112150,11700246,서울특별시광진구보건소,11,215,5026,서울시광진구자양로117(자양동),02-450-1953,02-450-1577,02-450-1577
2024,115450,11700254,서울특별시금천구보건소,11,545,8611,서울시금천구시흥대로73길70(시흥동),02)2627-2686,02)2627-2686,02)2627-1778
2024,261100,21700010,부산광역시중구보건소,26,110,48926,부산광역시중구중구로120(대청동1가.중구청),051)600-4814,051)600-4746,051)600-4783
2024,261400,21700028,부산광역시서구보건소,26,140,49233,부산광역시서구부용로30(부용동2가),051)240-4869,051)240-4901,051)240-4869
2024,261700,21700036,부산광역시동구보건소,26,170,48781,부산광역시동구구청로1(수정동),051)440-6519,051)440-6568,051)440-6524
2024,262000,21700044,부산광역시영도구보건소,26,200,49011,부산광역시영도구태종로423(청학동),051)419-4885,051)419-4914,051)419-4889
2024,262300,21700052,부산광역시부산진구보건소,26,230,47357,부산광역시부산진구황령대로8번길36(범천동),051)605-6040,051)605-6040,051)605-6027
2024,262600,21700061,부산광역시동래구보건소,26,260,47741,부산광역시동래구명륜로187번길56(명륜동),051)550-6696,051)550-6762,051)550-6772
2024,265000,21700079,부산광역시수영구보건소,26,500,48247,부산광역시수영구수영로637-5(광안동),051)610-5623,051)610-3827,051)610-5646
2024,265300,21700087,부산광역시사상구보건소,26,530,46985,부산광역시사상구학감대로242(감전동),051)310-5151,051)310-4843,051)310-4886
2024,263500,21700095,부산광역시해운대구보건소,26,350,48104,부산광역시해운대구양운로37번길59(좌동),051)749-7559,051)749-7507,051)749-6984
2024,263800,21700109,부산광역시사하구보건소,26,380,49429,부산광역시사하구하신중앙로185(신평동.사하구제2청사),051)220-5932,051)220-5932,051)220-5932
2024,264100,21700117,부산광역시금정구보건소,26,410,46274,부산광역시금정구중앙대로1777(부곡동),051)519-5061,051)519-5061,051)519-5034
2024,267100,21700133,부산광역시기장군보건소,26,710,46077,부산광역시기장군기장읍기장대로560(신천리),051)709-2782,051)709-4832,051)709-4832
2024,262900,21700141,부산광역시남구보건소,26,290,48452,부산광역시남구못골로23(대연동),051)607-6435,051)607-6442,051)607-6429
2024,263200,21700150,부산광역시북구보건소,26,320,46528,부산광역시북구금곡대로348(화명동),051)309-7089,051)309-7017,051)309-7017
2024,277200,37700014,대구광역시군위군보건소,27,720,43120,대구광역시군위군군위읍군청로70,054)380-7419,054)380-7419,054)380-7408
2024,277100,37700243,대구광역시달성군보건소,27,710,43004,대구광역시달성군현풍읍현풍중앙로27,053)668-3114,053)668-3114,053)668-3137
2024,271400,37700316,대구광역시동구보건소,27,140,41143,대구광역시동구동촌로79(검사동),053)662-3217,053)662-3217,053)662-3232
2024,271100,37700324,대구광역시중구보건소,27,110,41901,대구광역시중구태평로45(태평로3가),053)661-3842,053)661-3842,053)661-3827
2024,272000,37700332,대구광역시남구보건소,27,200,42424,대구광역시남구영선길34(대명동),053-664-3598,053-664-3598,053-664-3688
2024,271700,37700341,대구광역시서구보건소,27,170,41777,대구광역시서구국채보상로257(평리동),053)663-3115,053)663-3115,053)663-3169
2024,272600,37700359,대구광역시수성구보건소,27,260,42152,대구광역시수성구수성로213(중동),053)666-3158,053)666-3101,053)666-3101
2024,272300,37700367,대구광역시북구보건소,27,230,41550,대구광역시북구성북로49(침산동),053)665-3293,053)665-4268,053)665-3272
2024,272900,37700405,대구광역시달서구보건소,27,290,42731,대구광역시달서구학산로45(월성동),053)667-5654,053)667-5654,053)667-5694
2024,287100,31700144,인천광역시강화군보건소,28,710,23037,인천광역시강화군강화읍충렬사로26-1(남산리),032)930-4047,032)930-4047,032)930-4047
2024,282370,31700161,인천광역시부평구보건소,28,237,21359,인천광역시부평구부흥로291(부평동),032)509-8299,032)509-8299,032)509-8218
2024,281770,31700179,인천광역시미추홀구보건소,28,177,22136,인천광역시미추홀구주안서로25(도화동),032)880-5468,032)880-5451,032)880-5479
2024,281700,31700179,인천광역시미추홀구보건소,28,170,22136,인천광역시미추홀구주안서로25(도화동),032)880-5468,032)880-5451,032)880-5479
2024,281400,31700187,인천광역시동구보건소,28,140,22510,인천광역시동구석수로90(만석동),032)770-5713,032)770-5713,032)770-5713
2024,281100,31700217,인천광역시중구보건소,28,110,22309,인천광역시중구참외전로72번길21(전동),032)760-6024,032)760-6024,032)760-6024
2024,287200,31700241,인천광역시옹진군보건소,28,720,22193,인천광역시미추홀구매소홀로120(용현동),032)899-3153,032)899-3153,032)899-3144
2024,282000,31700365,인천광역시남동구보건소,28,200,21589,인천광역시남동구소래로633(만수동),032)453-8553,032)453-8553,032)453-5117
2024,282450,31700519,인천광역시계양구보건소,28,245,21068,인천광역시계양구계양문화로63(계산동),032)430-7974,032)430-7782,032)430-7774
2024,281850,31700527,인천광역시연수구보건소,28,185,21915,인천광역시연수구함박뫼로13(청학동),032)749-8143,032)749-8143,032)749-8103
2024,292000,36700011,광주광역시광산구보건소,29,200,62232,광주광역시광산구하남마항로48번길7(흑석동),062)960-8849,062)960-8817,062)960-8817
2024,291700,36700142,광주광역시북구보건소,29,170,61217,광주광역시북구우치로65(중흥동),062)410-8899,062)410-8122,062)410-8122
2024,291100,36700151,광주광역시동구보건소,29,110,61466,광주광역시동구서남로1(서석동),062)608-3293,062)608-3263,062)608-3263
2024,291400,36700258,광주광역시서구보건소,29,140,61928,광주광역시서구경열로33(농성동),062)350-4754,062)350-4754,062)350-4754
2024,291550,36700321,광주광역시남구보건소,29,155,61687,광주광역시남구봉선로1(봉선동),062)607-6121,062)607-6121,062)607-4333
2024,302300,34700013,대전광역시대덕구보건소,30,230,34319,대전광역시대덕구석봉로38번길55(석봉동),042)608-5490,042)608-5490,042)608-5474
2024,301100,34700137,대전광역시동구보건소,30,110,34691,대전광역시동구동구청로147(가오동),042)251-6163,042)251-6162,042)251-6144
2024,301700,34700153,대전광역시서구보건소,30,170,35203,대전광역시서구만년로74(만년동),042)288-4564,042)288-4564,042)288-4618
2024,302000,34700226,대전광역시유성구보건소,30,200,34174,대전광역시유성구박산로177,042)611-5033,042)611-5174,042)611-5026
2024,113500,11700025,서울특별시노원구보건소,11,350,1689,서울시노원구노해로437(상계동),02)2116-4365,02)2116-4378,02)2116-4367
2024,301400,34700234,대전광역시중구보건소,30,140,35011,대전중구산성로63(문화동),042)288-8083,042)288-8061,042)288-8093
2024,317100,38700042,울산광역시울주군보건소,31,710,44950,울산광역시울주군삼남면서향교1길67-12(교동리),052)204-2742,052)204-2742,052)204-2742
2024,311100,38700123,울산광역시중구보건소,31,110,44495,울산광역시중구외솔큰길225(남외동),052-290-4353,052-290-4353,052-290-4353
2024,311400,38700298,울산광역시남구보건소,31,140,44698,울산광역시남구삼산중로132(삼산동),052)226-2476,052)226-2476,052)226-2481
2024,311700,38700301,울산광역시동구보건소,31,170,44021,울산광역시동구봉수로155(화정동),052)209-4133,052)209-4133,052)209-4467
2024,312000,38700361,울산광역시북구보건소,31,200,44248,울산광역시북구산업로1018(연암동),052)241-8243,052)241-8243,052)241-8243
2024,361100,34700099,세종특별자치시보건소,36,110,30029,세종특별자치시조치원읍대첩로32,044)301-2124,044)301-2124,044)301-2426
2024,447300,34700099,세종특별자치시보건소,44,730,30029,세종특별자치시조치원읍대첩로32,044)301-2124,044)301-2124,044)301-2426
2024,411900,31700012,경기도부천시보건소,41,190,14575,경기도부천시옥산로10번길16(중동),032)625-4447~9,032)625-4402,032)625-4402
2024,413900,31700021,경기도시흥시보건소,41,390,14904,경기도시흥시호현로55(대야동),031)310-5923,031)310-6840,031)310-6803
2024,412500,31700039,경기도동두천시보건소,41,250,11344,경기도동두천시중앙로167(생연동),031)860-3383,031)860-3383,031)860-3397
2024,411500,31700047,경기도의정부시보건소,41,150,11649,경기도의정부시범골로131(의정부동),031)870-6033,031)870-6033,031)870-6033
2024,414800,31700055,경기도파주시보건소,41,480,10924,경기도파주시후곡로13(금촌동),031)940-5581,031)940-5581,03)940-5731
2024,418200,31700098,경기도가평군보건소,41,820,12413,경기도가평군가평읍가화로155-18(읍내리),031)580-2841,031)580-2841,031)580-2822
2024,416300,31700101,경기도양주시보건소,41,630,11498,경기도양주시부흥로1533(남방동),031)8082-7098,031)8082-7098,031)8082-7172
2024,417100,31700101,경기도양주시보건소,41,710,11498,경기도양주시부흥로1533(남방동),031)8082-7098,031)8082-7098,031)8082-7172
2024,416700,31700110,경기도여주시보건소,41,670,12628,경기도여주시여흥로160번길14(상동),031)887-3338,031)887-3338,031)887-3614
2024,417300,31700110,경기도여주시보건소,41,730,12628,경기도여주시여흥로160번길14(상동),031)887-3338,031)887-3338,031)887-3614
2024,416100,31700128,경기도광주시보건소,41,610,12739,경기도광주시파발로194(경안동),031)760-2556,031)760-2556,031)760-2363
2024,412810,31700136,경기도고양시덕양구보건소,41,281,10460,경기도고양시덕양구원당로33번길28(주교동),031)8075-4048,031-8075-4048,031)8075-4032
2024,412870,31700535,경기도고양시일산서구보건소,41,287,10340,경기도고양시일산서구일중로54(일산동),031)8075-4219,031)8075-4219,031)8075-4195
2024,412830,31700535,경기도고양시일산서구보건소,41,283,10340,경기도고양시일산서구일중로54(일산동),031)8075-4219,031)8075-4219,031)8075-4195
2024,412850,31700578,경기도고양시일산동구보건소,41,285,10421,경기고양시일산동구백석로57-2(2024년이전예정),031)8075-4663,031)8075-4664,031)8075-4118
2024,412100,31700152,경기도광명시보건소,41,210,14303,경기도광명시오리로613(하안동),02)2680-5493,02)2680-5493,02)2680-5493
2024,411130,31700195,경기도수원시권선구보건소,41,113,16626,경기도수원시권선구호매실로22-50(탑동),031)228-6421,031)228-6421,031)228-6796
2024,411150,31700501,경기도수원시팔달구보건소,41,115,16463,경기도수원시팔달구팔달산로6(교동),031)228-7028,031)228-7028,031)228-7621
2024,411170,31700594,경기도수원시영통구보건소,41,117,16703,경기도수원시영통구영통로396(영통동),031-228-8802,031-228-8802,031-228-8899
2024,415900,31700209,경기도화성시서부보건소,41,590,18596,경기도화성시3.1만세로1055,031)5189-7131,031)5189-7131,031)5189-3563
2024,411310,31700250,경기도성남시수정구보건소,41,131,13130,경기도성남시수정구수정로218(신흥동),031)729-3854,031)729-3854,031)729-2498
2024,411330,31700381,경기도성남시중원구보건소,41,133,13200,경기도성남시중원구금상로137(상대원동),031)729-3922,031)729-3922,031)729-3905
2024,411350,31700489,경기도성남시분당구보건소,41,135,13496,경기도성남시분당구양현로306(야탑동),031)729-3973,031)729-3973,031)729-3963
2024,415000,31700276,경기도이천시보건소,41,500,17379,경기도이천시부악로30-45,031)644-4054,031)644-4054,031)644-4080
2024,415500,31700284,경기도안성시보건소,41,550,17596,경기도안성시강변로74번길18(도기동),031)678-5742,031)678-5742,031)678-5913
2024,415700,31700292,경기도김포시보건소,41,570,10111,경기도김포시사우중로108(사우동),031)5186-4101,031)5186-4101,031)5186-4155
2024,117400,11700050,서울특별시강동구보건소,11,740,5397,서울시강동구성내로45(성내동),02)3425-6813,02)3425-6812,02)3425-6687
