장기요양기관코드,기관유형코드,기관유형코드명,시설장,사무국장,사회복지사,의사_전임,의사_촉탁,간호사,간호조무사,치위생사,물리치료사,작업치료사,요양보호사,영양사,기타
22820000859,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,57,0,0
22820000859,B02,재가노인복지시설 방문목욕,1,0,2,0,0,0,0,0,0,0,28,0,0
22820000866,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,17,0,0
22820000866,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000869,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,8,0,0
22820000869,B03,재가노인복지시설 주야간보호,1,0,1,0,0,0,1,0,0,0,5,0,0
22820000870,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,31,0,0
22820000870,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,4,0,0
22820000875,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,15,0,0
22820000875,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,2,0,0
22820000876,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,33,0,0
22820000876,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000881,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,42,0,0
22820000881,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,1,0,0
22820000884,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,29,0,0
22820000884,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000887,B01,재가노인복지시설 방문요양,1,0,3,0,0,0,0,0,0,0,39,0,0
22820000887,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,2,0,0
22820000888,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,37,0,0
22820000888,B02,재가노인복지시설 방문목욕,1,0,2,0,0,0,0,0,0,0,6,0,0
22820000890,B06,재가노인복지시설 복지용구,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000892,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,5,0,0
22820000892,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,3,0,0
22820000893,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,8,0,0
22820000895,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,31,0,0
22820000895,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,2,0,0
22820000896,B01,재가노인복지시설 방문요양,1,0,3,0,0,0,0,0,0,0,81,0,0
22820000896,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,5,0,0
22820000899,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,28,0,0
22820000901,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,36,0,0
22820000901,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,1,0,0
22820000902,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,42,0,0
22820000902,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,4,0,0
22820000902,B05,재가노인복지시설 방문간호,1,0,0,0,0,1,3,0,0,0,0,0,0
22820000903,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,16,0,0
22820000903,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,3,0,0
22820000907,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,18,0,0
22820000907,B02,재가노인복지시설 방문목욕,1,0,1,0,0,0,0,0,0,0,2,0,0
22820000908,B06,재가노인복지시설 복지용구,1,0,0,0,0,0,0,0,0,0,0,0,2
22820000911,B01,재가노인복지시설 방문요양,1,0,4,0,0,0,0,0,0,0,90,0,0
22820000911,B02,재가노인복지시설 방문목욕,1,0,4,0,0,0,0,0,0,0,16,0,0
22820000912,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,41,0,0
22820000912,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,10,0,0
22820000912,B06,재가노인복지시설 복지용구,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000913,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,9,0,0
22820000913,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,3,0,0
22820000913,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,4,0,0
22820000920,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,2,0,0
22820000920,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,7,0,0
22820000920,B05,재가노인복지시설 방문간호,1,0,0,0,0,1,0,0,0,0,0,0,0
22820000921,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,28,0,0
22820000921,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,3,0,0
22820000924,B06,재가노인복지시설 복지용구,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000928,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000930,B04,재가노인복지시설 단기보호,1,0,0,0,0,0,1,0,0,0,2,0,0
22820000931,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,8,0,0
22820000932,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,20,0,0
22820000932,B02,재가노인복지시설 방문목욕,1,0,1,0,0,0,0,0,0,0,0,0,0
22820000933,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,12,0,0
22820000933,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000941,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000941,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000943,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,28,0,0
22820000945,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,4,0,0
22820000945,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000945,B05,재가노인복지시설 방문간호,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000948,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,7,0,0
22820000950,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,3,0,0
22820000951,B06,재가노인복지시설 복지용구,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000953,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,21,0,0
22820000953,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000953,B05,재가노인복지시설 방문간호,1,0,0,0,0,4,4,0,0,0,0,0,0
22820000954,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,2,0,0,0,7,0,0
22820000955,B06,재가노인복지시설 복지용구,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000956,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,18,0,0
22820000956,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000957,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,1,0,0
22820000957,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,7,0,0
22820000960,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,5,0,0
22820000961,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,8,0,0
22820000962,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,8,0,0
22820000963,B03,재가노인복지시설 주야간보호,1,0,1,0,0,1,0,0,0,0,3,0,0
22820000964,B01,재가노인복지시설 방문요양,0,0,0,0,0,0,0,0,0,0,0,0,0
22820000964,B02,재가노인복지시설 방문목욕,0,0,0,0,0,0,0,0,0,0,0,0,0
22820000967,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,11,0,0
22820000967,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000968,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,3,0,0
22820000968,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000972,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,9,0,0
22820000972,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,1,0,0
22820000973,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,27,0,0
22820000973,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000974,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,10,0,0
22820000974,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000976,B03,재가노인복지시설 주야간보호,1,0,1,0,0,0,1,0,0,0,2,0,0
22820000977,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,6,0,0
22820000977,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000977,B03,재가노인복지시설 주야간보호,1,0,1,0,0,1,1,0,0,0,5,0,0
22820000978,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,10,0,0
22820000978,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000979,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,33,0,0
22820000980,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,8,0,0
22820000981,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000983,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,14,0,0
22820000983,B02,재가노인복지시설 방문목욕,1,0,1,0,0,0,0,0,0,0,14,0,0
22820000987,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,15,0,0
22820000987,B03,재가노인복지시설 주야간보호,1,0,1,0,0,0,1,0,0,0,1,0,0
22820000990,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000996,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,16,0,0
22820000996,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000997,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,7,0,0
22820000997,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820000998,B01,재가노인복지시설 방문요양,1,0,3,0,0,0,0,0,0,0,77,0,0
22820000998,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,4,0,0
22820000999,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,16,0,0
22820000999,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,3,0,0
22820001000,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,7,0,0
22820001000,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001001,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,7,0,0
22820001002,B01,재가노인복지시설 방문요양,2,0,0,0,0,0,0,0,0,0,5,0,0
22820001002,B02,재가노인복지시설 방문목욕,2,0,0,0,0,0,0,0,0,0,0,0,0
22820001007,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,2,0,0
22820001008,B03,재가노인복지시설 주야간보호,3,0,1,0,0,0,1,0,0,1,4,0,0
22820001009,B03,재가노인복지시설 주야간보호,1,1,2,0,0,0,1,0,1,0,5,0,0
22820001010,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,1,0,0
22820001010,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001012,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,9,0,0
22820001012,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001013,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,16,0,0
22820001013,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,2,0,1,0,11,0,0
22820001014,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,11,0,0
22820001014,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,1,0,0
22820001018,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,11,0,0
22820001020,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,10,0,0
22820001021,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,6,0,0
22820001022,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,8,0,0
22820001022,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,2,0,0
22820001022,B05,재가노인복지시설 방문간호,1,0,0,0,0,4,2,0,0,0,0,0,0
22820001023,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,5,0,0
22820001024,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,31,0,0
22820001028,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,9,0,0
22820001028,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,6,0,0
22820001029,B03,재가노인복지시설 주야간보호,1,0,1,0,0,0,1,0,0,0,4,0,0
22820001030,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001030,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001032,B04,재가노인복지시설 단기보호,1,0,0,0,0,0,2,0,0,0,0,0,0
22820001037,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,2,0,0
22820001038,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,2,0,0
22820001038,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001039,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001039,B03,재가노인복지시설 주야간보호,1,0,1,0,0,0,1,0,0,0,4,0,0
22820001040,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,13,0,0
22820001042,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,27,0,0
22820001043,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,2,0,0
22820001044,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,8,0,0
22820001044,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001045,B03,재가노인복지시설 주야간보호,1,0,3,0,0,0,0,0,0,0,8,0,0
22820001046,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,5,0,0
22820001047,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,19,0,0
22820001047,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,6,0,0
22820001048,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,4,0,0
22820001049,B06,재가노인복지시설 복지용구,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001050,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,29,0,0
22820001051,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,1,0,0
22820001051,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,1,0,0
22820001052,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001052,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001053,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,1,0,0
22820001053,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001055,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,1,0,0
22820001055,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001056,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001056,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001058,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,3,0,0
22820001058,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001059,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001059,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001061,B06,재가노인복지시설 복지용구,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001062,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001062,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001064,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,11,0,0
22820001064,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001066,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,2,0,0
22820001066,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22820001066,B05,재가노인복지시설 방문간호,1,0,0,0,0,1,0,0,0,0,0,0,0
22820001067,B03,재가노인복지시설 주야간보호,1,0,0,0,0,0,0,0,0,0,0,0,0
22823700017,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,35,0,0
22823700039,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,34,0,0
22823700039,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,4,0,0
22823700469,B01,재가노인복지시설 방문요양,0,0,0,0,0,0,0,0,0,0,5,0,0
22823700469,B02,재가노인복지시설 방문목욕,0,0,0,0,0,0,0,0,0,0,5,0,0
22823700469,B03,재가노인복지시설 주야간보호,1,0,3,0,0,0,1,0,0,0,11,0,0
22823700533,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,22,0,0
22823700533,B03,재가노인복지시설 주야간보호,0,0,0,0,0,0,0,0,0,0,0,0,0
22823700569,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,15,0,0
22823700569,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,6,0,0
22823700575,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,15,0,0
22823700575,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,2,0,0
22823700575,B03,재가노인복지시설 주야간보호,1,0,3,0,0,0,1,0,0,0,10,0,0
22823700595,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,39,0,0
22823700595,B02,재가노인복지시설 방문목욕,1,0,1,0,0,0,0,0,0,0,9,0,0
22823700595,B03,재가노인복지시설 주야간보호,1,0,3,0,0,0,1,0,0,0,9,0,0
22823700596,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,29,0,0
22823700596,B02,재가노인복지시설 방문목욕,0,0,0,0,0,0,0,0,0,0,0,0,0
22823700596,B03,재가노인복지시설 주야간보호,1,0,3,0,0,0,3,0,2,0,19,0,0
22823700604,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,49,0,0
22823700604,B02,재가노인복지시설 방문목욕,1,0,2,0,0,0,0,0,0,0,49,0,0
22823700617,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,15,0,0
22823700617,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,2,0,0
22823700624,B01,재가노인복지시설 방문요양,1,0,5,0,0,0,0,0,0,0,76,0,0
22823700624,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,23,0,0
22823700624,B03,재가노인복지시설 주야간보호,1,0,2,0,0,1,1,0,1,0,18,0,0
22823700624,B04,재가노인복지시설 단기보호,0,0,0,0,0,0,0,0,0,0,0,0,0
22823700625,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,15,0,0
22823700625,B03,재가노인복지시설 주야간보호,1,0,3,0,0,0,2,0,0,0,7,0,0
22823700625,B04,재가노인복지시설 단기보호,0,0,0,0,0,0,0,0,0,0,0,0,0
22823700639,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,45,0,0
22823700639,B02,재가노인복지시설 방문목욕,1,0,2,0,0,0,0,0,0,0,4,0,0
22823700644,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,18,0,0
22823700644,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,11,0,0
22823700651,B06,재가노인복지시설 복지용구,1,0,0,0,0,0,0,0,0,0,0,0,0
22823700653,B03,재가노인복지시설 주야간보호,1,0,1,0,0,1,0,0,0,0,0,0,0
22823700653,H31,주야간보호내치매전담1실,0,0,0,0,0,0,0,0,0,0,4,0,0
22823700653,H32,주야간보호내치매전담2실,0,0,0,0,0,0,0,0,0,0,4,0,0
22823700655,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,19,0,0
22823700655,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,8,0,0
22823700657,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,15,0,0
22823700657,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,15,0,0
22823700657,B05,재가노인복지시설 방문간호,0,0,0,0,0,0,0,0,0,0,0,0,0
22823700661,B01,재가노인복지시설 방문요양,1,0,5,0,0,0,0,0,0,0,164,0,0
22823700661,B02,재가노인복지시설 방문목욕,1,0,5,0,0,0,0,0,0,0,17,0,0
22823700664,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,40,0,0
22823700664,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,5,0,0
22823700667,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,37,0,0
22823700667,B02,재가노인복지시설 방문목욕,1,0,1,0,0,0,0,0,0,0,1,0,0
22823700670,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,35,0,0
22823700670,B02,재가노인복지시설 방문목욕,0,0,0,0,0,0,0,0,0,0,1,0,0
22823700672,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,45,0,0
22823700672,B02,재가노인복지시설 방문목욕,1,0,1,0,0,0,0,0,0,0,44,0,0
22823700677,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,44,0,0
22823700677,B02,재가노인복지시설 방문목욕,1,0,2,0,0,0,0,0,0,0,45,0,0
22823700681,B06,재가노인복지시설 복지용구,1,0,0,0,0,0,0,0,0,0,0,0,0
22823700683,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,29,0,0
22823700683,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,1,0,0
22823700683,B05,재가노인복지시설 방문간호,1,0,0,0,0,1,0,0,0,0,0,0,0
22823700685,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,29,0,0
22823700685,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,15,0,0
22823700687,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,7,0,0
22823700693,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,20,0,0
22823700693,B02,재가노인복지시설 방문목욕,1,0,2,0,0,0,0,0,0,0,13,0,0
22823700700,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,59,0,0
22823700700,B02,재가노인복지시설 방문목욕,0,0,0,0,0,0,0,0,0,0,29,0,0
22823700702,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,51,0,0
22823700702,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,3,0,0
22823700706,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,9,0,0
22823700706,B03,재가노인복지시설 주야간보호,1,0,3,0,0,0,1,0,0,0,4,0,0
22823700707,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,19,0,0
22823700708,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,50,0,0
22823700708,B02,재가노인복지시설 방문목욕,1,0,2,0,0,0,0,0,0,0,21,0,0
22823700711,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,42,0,0
22823700711,B02,재가노인복지시설 방문목욕,1,0,1,0,0,0,0,0,0,0,13,0,0
22823700712,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,40,0,0
22823700712,B02,재가노인복지시설 방문목욕,1,0,2,0,0,0,0,0,0,0,40,0,0
22823700713,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,34,0,0
22823700714,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,48,0,0
22823700716,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,9,0,0
22823700723,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,50,0,0
22823700723,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,10,0,0
22823700724,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,16,0,0
22823700724,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,2,0,0
22823700725,B06,재가노인복지시설 복지용구,1,0,0,0,0,0,0,0,0,0,0,0,0
22823700727,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,33,0,0
22823700727,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,4,0,0
22823700729,B01,재가노인복지시설 방문요양,2,0,1,0,0,0,0,0,0,0,37,0,0
22823700729,B02,재가노인복지시설 방문목욕,1,0,1,0,0,0,0,0,0,0,36,0,0
22823700730,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,41,0,0
22823700730,B02,재가노인복지시설 방문목욕,1,0,1,0,0,0,0,0,0,0,1,0,0
22823700733,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,41,0,0
22823700733,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,0,0,0
22823700734,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,51,0,0
22823700734,B02,재가노인복지시설 방문목욕,1,0,0,0,0,0,0,0,0,0,23,0,0
22823700735,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,57,0,0
22823700736,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,45,0,0
22823700739,B03,재가노인복지시설 주야간보호,1,0,2,0,0,0,1,0,0,0,6,0,0
22823700740,B01,재가노인복지시설 방문요양,1,0,2,0,0,0,0,0,0,0,37,0,0
22823700741,B01,재가노인복지시설 방문요양,1,0,0,0,0,0,0,0,0,0,14,0,0
22823700742,B01,재가노인복지시설 방문요양,1,0,1,0,0,0,0,0,0,0,36,0,0
