longTermAdminSym_request,adminPttnCd_request,siDoCd_request,siGunGuCd_request,adminNm_request,resultCode,resultMsg,adminPttnCd,hmpgAddr,longTermAdminSym,pkngEquip,tfMth
33111000110,C03,31,110,베리굿실버복지센터,00,NORMAL SERVICE.,C03,http://blog.naver.com/vg7006,33111000110,건물 1층 주차장 이용 가능 (7대가능),"버스 [학성초등학교후문 정류장 하차]132, 203, 205, 235, 402, 412, 421, 432, 442, 701, 714"
33111000081,C05,31,110,지원재가노인복지센터,00,NORMAL SERVICE.,C05,hvgwoncenter@naver.com,33111000081,주변 주차공간 있음,"일반버스213번, 412번, 533번, 723번, 남구14번, 중구 57번제일중학교 앞 하차"
33111000083,C05,31,110,백정애 건강실버타운,00,NORMAL SERVICE.,C05,www.백정애건강실버타운.kr,33111000083,건물 내 지하주차장에 8대 주차가능,"찾아오시는 길 안내백정애건강실버타운 (44417) 울산광역시 중구 백양로 205 (구 주소 : 성안동 406-10) 전화: 052-222-8155 / 팩스: 052-222-8166(자가용 이용 시 찾아오는 길)성안입구 → 울산지방경찰청 방면에서 직진→ 성안파출소 지나 화엄선원 보이면 우회전 하여 우측편 두 번째 건물. (버스 이용 시 찾아오는 길)버스 이용 시 성안파출소에서 하차하시면 되고 성안파출소까지 오는 버스는 일반버스 108번, 408번, 824번, 257번, 827번, 마을버스 15번 버스입니다. 1. 시청 방면에서 출발할 경우▶ (30분소요) 일반147번 탑승 후 문화예술회관앞 정류장에서 일반 108번으로 환승 ⇒ 성안파출소 하차▶ (30분소요) 일반807번, 732번 탑승 후 목화예식장앞 정류장에서 일반 108번으로 환승 ⇒ 성안파출소 하차2. 울산대학교 방면 출발 ▶ (30분소요) 일반408번 탑승 후 ⇒ 성안파출소 하차▶ (40분소요) 일반824번 탑승 후 ⇒ 성안파출소 하차▶ (30분소요) 일반422번, 462번 탑승 후 우정선경아파트 정류장에서 일반 108번으로 환승 ⇒ 성안파출소 하차▶ (35분소요) 일반422번 탑승 후 우정시장 정류장에서 일반 827번으로 환승 ⇒ 성안파출소 하차3. 고속버스터미널 방면 출발 ▶ (30분소요) 일반108번, 일반257번, 일반827번 탑승 ⇒ 성안파출소 하차▶ (30분소요) 일반837번, 일반 847번 탑승 후 성안입구 정류장에서 마을15번으로 환승 ⇒ 성안파출소 하차▶ (40분소요) 일반127번 탑승 후 달동사거리 정류장에서 일반 824번으로 환승 ⇒ 성안파출소 하차4. 울산공항 방면 출발 ▶ (25분소요) 리무진5005번 탑승 후 근로복지공단 산업인력공단 정류장에서 일반 827번으로 환승 ⇒ 성안파출소 하차▶ (30분소요) 리무진5005번 탑승 후 안전보건공단 동서발전 정류장에서 일반 257번으로 환승 ⇒ 성안파출소 하차▶ (30분소요) 리무진5005번 탑승 후 근로복지공단 산업인력공단 정류장에서 일반 824번으로 환승 ⇒ 성안파출소 하차5. 울산역 방면 출발▶ (40분소요) 리무진5003번 탑승 후 삼호교 정류장에서 일반 408번으로 환승 ⇒ 성안파출소 하차▶ (60분소요) 일반807번, 일반357번 탑승 후 삼호교 정류장에서 일반 408번으로 환승 ⇒ 성안파출소 하차"
33111000122,C05,31,110,스마일재가노인복지센터,00,NORMAL SERVICE.,C05,없음,33111000122,스마일재가노인복지센터 건물 내 주차 가능(스마일재가노인복지센터 1층),"시청 앞, 태화루 708번 다운파출소 하차울산대학교 앞 214번 다운파출소 하차척과초등학교 718,708번 다운파출소 하차"
33111000138,C05,31,110,돌보미 재가노인 복지센터,00,NORMAL SERVICE.,C05,https://blog.naver.com/ehfqhal2115,33111000138,"없음, 거주자 주차 위주로 해야 함.",세민에스 요양병원 건너편 건물 2층 (학성교 지난후 바로)버스편: 216(농소공영차고지순환)(달동사거리) → 학성공원 정류장 하차            432(지원2)(율리출발)(공업탑) → 학남 정류장 하차            106(꽃바위순환)(달동사거리) → 학성공원 정류장 하차
33114000091,C05,31,140,마더스노인복지센터,00,NORMAL SERVICE.,C05,없음,33114000091,"센터앞 주차장 및마더스병원 제 1, 2, 주차장 및 지하주차장","버스안내1104, 1114, 1127, 117, 126, 127, 1401, 1402, 1705, 1715, 246, 307, 401, 407, 417, 507, 527, 537, 702, 704, 705, 712, 714, 715, 722, 724, 728, 732, 734, 744, 827 소요시간시외/고속버스터미널 하차시 : 걸어서 2분롯데백화점 하차시 : 걸어서 5분현대백화점 하차시 : 걸어서 10분"
33117000062,C05,31,170,사랑의 손길 재가센터,00,NORMAL SERVICE.,C05,없음,33117000062,"그린나래 원룸 주차장, 미래아동병원 뒷편 사거리에 주차 가능 합니다","울산 동구 남목3길 14-1 그린나래 302호1.버스로 오시면 102, 103, 104, 106, 107, 108, 112, 114, 122, 123, 126,127,132,133, 134, 401, 411, 431, 5002번을 이용하시고2. 승용차로 오시면 미래 아동 병원 뒷편 사거리에 주차하시면 됩니다1, 2번 하시고 남목 미래아동병원 뒷편으로 올라오셔서 사거리가 나오면 남목1동 행정복지센터 반대쪽으로 200미터 정도 올라오셔서 우측 청아하우스 뒷편 그린나래 원룸 3층 302호 입니다 1층 현관에서 302 콜 하세요~^^울산 동구 남목3길 14-1 그린나래 302호"
33120000042,C05,31,200,양지노인복지센터,00,NORMAL SERVICE.,C05,blog.naver.com/powert09,33120000042,주차시설이 협소하오니 주위에 있는 호계시장 공영주차장을 이용해 주시기 바랍니다,"<대중교통 이용시>북구01, 북구02, 북구03, 북구04, 북구06, 북구08, 북구09, 북구11, 북구12, 112, 122, 217, 432, 462, 732, 752, 762, 1452, 1462번 버스를 이용하시고'농소1동 행정복지센터' 정류장에 하차 후 행정복지센터 방면으로 도보 3분"
33111000041,C06,31,110,새광명의료기,00,NORMAL SERVICE.,C06,.,33111000041,,
33111000062,C06,31,110,건강의료기,00,NORMAL SERVICE.,C06,없음,33111000062,"매장 근처 50m에 문화공영주차장과 시내 옥교공영, 성남공영주차장이 있습니다.","성남동 시계탑사거리 경남은행 옆(울산초등학교방향)에 있고 매장 바로앞 또는 주변에 시내버스, 마을버스 정류장과 주차시설이 많아,  병의원 진료,중앙시장, 뉴코아아울렛 쇼핑, 휴대폰거리 방문등으로 시내 나오시면 저희 복지용구매장 및 요양센터에 들리시기 편리합니다.^^"
33111000084,C06,31,110,세운의료기 보조기도매센타,00,NORMAL SERVICE.,C06,없음,33111000084,기관 앞 주차가능,버스 이용 가능
33111000091,C06,31,110,백세의료기,00,NORMAL SERVICE.,C06,https://blog.naver.com.usbekse,33111000091,주차는 사업소 앞에 하시면 됩니다.,울산 중구 구루미 7길 77-4 1층 다운동 연화탕 뒷편에 있습니다.
33111000103,C06,31,110,보드미의료기,00,NORMAL SERVICE.,C06,,33111000103,,
33111000138,C06,31,110,돌보미 재가노인 복지센터,00,NORMAL SERVICE.,C06,https://blog.naver.com/ehfqhal2115,33111000138,"없음, 거주자 주차 위주로 해야 함.",세민에스 요양병원 건너편 건물 2층 (학성교 지난후 바로)버스편: 216(농소공영차고지순환)(달동사거리) → 학성공원 정류장 하차            432(지원2)(율리출발)(공업탑) → 학남 정류장 하차            106(꽃바위순환)(달동사거리) → 학성공원 정류장 하차
33114000047,C06,31,140,신우메디칼통상,00,NORMAL SERVICE.,C06,www.shinwoomedic.com,33114000047,"없음,,",무거로타리에서 삼호교 방면 좌측 좋은삼정병원 옆에 위치하고 있습니다.
13111000007,G31,31,110,늘푸른노인전문요양원,00,NORMAL SERVICE.,G31,www.ulsansilver.or.kr,13111000007,약 50대 가능,차량노선-108 - 성안동 출발 → 향교 → 장춘로 → KBS홀 → 현대백화점 → 울산역 → 현대자동차 → 문현관 → 꽃바위-408 - 성안동 출발 → 경찰청 →  북부순환도로 → 제일중 → 신삼호교 → 정광로 → 울산대 → 율리-808 - 성안동 출발 → 옥교동 → 학성공원 → 중구청→ 성안동-824 - 성안동 출발 → 태화교 → 시청 → 공업탑 → 법원 → 울산대 → 율리 -127 - 꽃바위 → 현대중공업 → 반구사거리 → 중구청 → 향교 → 시청 → 현대백화점 → 울산역(성안입구에서 마을버스030번으로 환승) 애니원고등학교 입구 하차하시면 학교 정문 맞은편승용차이용시 - 성안입구로 직진 -> 경찰정 -> 백련유치원(1km직진)에서 우회전 -> 애니원고등학교 정문 맞은편
13111000008,G31,31,110,늘푸른노인요양원,00,NORMAL SERVICE.,G31,www.ulsansilver.or.kr,13111000008,승용주차:15면(이면도로 40면가능)대형버스 주차가능,808번: 성안 - 우정동- 성남동- 학성공원- 중구청- 성안동 827번: 울산역 - 삼산동- 달동 - 공업로타리 - 시청 - 태화로타리 - 우정동 - 백양사- 성안청구408번: 율리 - 울산대학 -  정광사로 - 제일중 - 북부순환 - 경찰청 - 성안동마을버스13번 노선: 태화시장 - 향교삼거리-동원-성안입구-금호@-청구@
13117000004,G31,31,170,다비다노인요양원,00,NORMAL SERVICE.,G31,http://band.us/#!/band/61022674?_=_,13117000004,5대 주차 가능,"버스 :  106, 107, 114, 117, 124, 126, 131좌석버스 : 1421송정타워 앞 하차동구노인회관 바로 옆"
13120000124,G31,31,200,울산북구실버케어센터,00,NORMAL SERVICE.,G31,울산북구실버케어센터.com,13120000124,옥외주차장 29면,"티맵이나 카카오맵 내비에 울산북구실버케어센터 검색하셔서 안내 경로로 오세요. (저희 기관 입간판이 왼쪽에 보이면 100m 가셔서 불법 U턴 하셔야 하고, 한참 더 가셔도 불법 U턴 하셔야 합니다.)승용차 이용 추천합니다.대중교통 이용시 도보시간 20분 이상 소요 됨으로 지양 바랍니다."
13111000007,G32,31,110,늘푸른노인전문요양원,00,NORMAL SERVICE.,G32,www.ulsansilver.or.kr,13111000007,약 50대 가능,차량노선-108 - 성안동 출발 → 향교 → 장춘로 → KBS홀 → 현대백화점 → 울산역 → 현대자동차 → 문현관 → 꽃바위-408 - 성안동 출발 → 경찰청 →  북부순환도로 → 제일중 → 신삼호교 → 정광로 → 울산대 → 율리-808 - 성안동 출발 → 옥교동 → 학성공원 → 중구청→ 성안동-824 - 성안동 출발 → 태화교 → 시청 → 공업탑 → 법원 → 울산대 → 율리 -127 - 꽃바위 → 현대중공업 → 반구사거리 → 중구청 → 향교 → 시청 → 현대백화점 → 울산역(성안입구에서 마을버스030번으로 환승) 애니원고등학교 입구 하차하시면 학교 정문 맞은편승용차이용시 - 성안입구로 직진 -> 경찰정 -> 백련유치원(1km직진)에서 우회전 -> 애니원고등학교 정문 맞은편
13111000008,G32,31,110,늘푸른노인요양원,00,NORMAL SERVICE.,G32,www.ulsansilver.or.kr,13111000008,승용주차:15면(이면도로 40면가능)대형버스 주차가능,808번: 성안 - 우정동- 성남동- 학성공원- 중구청- 성안동 827번: 울산역 - 삼산동- 달동 - 공업로타리 - 시청 - 태화로타리 - 우정동 - 백양사- 성안청구408번: 율리 - 울산대학 -  정광사로 - 제일중 - 북부순환 - 경찰청 - 성안동마을버스13번 노선: 태화시장 - 향교삼거리-동원-성안입구-금호@-청구@
13120000124,G32,31,200,울산북구실버케어센터,00,NORMAL SERVICE.,G32,울산북구실버케어센터.com,13120000124,옥외주차장 29면,"티맵이나 카카오맵 내비에 울산북구실버케어센터 검색하셔서 안내 경로로 오세요. (저희 기관 입간판이 왼쪽에 보이면 100m 가셔서 불법 U턴 하셔야 하고, 한참 더 가셔도 불법 U턴 하셔야 합니다.)승용차 이용 추천합니다.대중교통 이용시 도보시간 20분 이상 소요 됨으로 지양 바랍니다."
13120000124,G33,31,200,울산북구실버케어센터,00,NORMAL SERVICE.,G33,울산북구실버케어센터.com,13120000124,옥외주차장 29면,"티맵이나 카카오맵 내비에 울산북구실버케어센터 검색하셔서 안내 경로로 오세요. (저희 기관 입간판이 왼쪽에 보이면 100m 가셔서 불법 U턴 하셔야 하고, 한참 더 가셔도 불법 U턴 하셔야 합니다.)승용차 이용 추천합니다.대중교통 이용시 도보시간 20분 이상 소요 됨으로 지양 바랍니다."
13120000124,G34,31,200,울산북구실버케어센터,00,NORMAL SERVICE.,G34,울산북구실버케어센터.com,13120000124,옥외주차장 29면,"티맵이나 카카오맵 내비에 울산북구실버케어센터 검색하셔서 안내 경로로 오세요. (저희 기관 입간판이 왼쪽에 보이면 100m 가셔서 불법 U턴 하셔야 하고, 한참 더 가셔도 불법 U턴 하셔야 합니다.)승용차 이용 추천합니다.대중교통 이용시 도보시간 20분 이상 소요 됨으로 지양 바랍니다."
23111000218,H31,31,110,헤븐노인복지센터,00,NORMAL SERVICE.,H31,mrpcare.co.kr,23111000218,"건물 정면기준 좌측편 지하주차장 입구, 지하주차장 70여대 주차가능건물 뒷편 1층 주차장 20여대 주차가능","※ 남운학성타운 아파트 앞 볼링장 건물 울산가나타운(구, 학성스포렉스) 본관 2층 ※ 오시는 길 버스 안내1. 세민병원 앞</p>104, 106, 203, 205, 206, 216, 225, 226, 233, 256, 402, 412, 442, 827 2. 선거관리위원회 앞(조은사람들방문요양간호센터 앞)103, 104, 206, 216, 225, 233, 256, 411, 412, 421, 4723. 남운학성타운 앞 114, 442, 912"
23117000069,H31,31,170,남목노인복지관 부설 치매보호센터,00,NORMAL SERVICE.,H31,http://www.nammoknoin.or.kr/bbs/content.php?co_id=business08,23117000069,복지관 주차장 이용,꽃바위 방면: 남목1동 하차102 103 104 106 107 108 112 114 122 123 126 127 132 133 134 401 411 431 5002 33염포삼거리 방면: 남목1동 하차101 102 103 104 106 107 108 112 114 122 123 126 127 132 133 134 401 411 431 5002 33
23117000082,H31,31,170,밝은미소 재가실버케어,00,NORMAL SERVICE.,H31,https://blog.naver.com/bems9979,23117000082,1층 주차공간 - 약 15대 주차가능 / 장애인 주차장 1대 가능,"정차버스 - 111,112,114,118,121,122,128,134,142,711,741,1114,1115,1134,1411,5002일산해수욕장과 울기등대 사이 대로변에 위치.화정소방서 바로 맞은편에 있습니다."
13117000004,M31,31,170,다비다노인요양원,00,NORMAL SERVICE.,M31,http://band.us/#!/band/61022674?_=_,13117000004,5대 주차 가능,"버스 :  106, 107, 114, 117, 124, 126, 131좌석버스 : 1421송정타워 앞 하차동구노인회관 바로 옆"
13171000142,S41,31,710,효녀심청의집,00,NORMAL SERVICE.,S41,cpapol@hanmail.net,13171000142,승용차 2대 주차 가능.,상북면 능산마을 cu편의점 30m앞.
13611000061,A03,36,110,세종우리요양원,00,NORMAL SERVICE.,A03,http://www.woorisilver.net/,13611000061,건물 앞쪽으로 넓은 주차시설,"자가용 이용 시 정부세종청사 20분 거리 / 고운동, 해밀동에서 15분 거리 / 조치원역에서 10분 거리에 위치합니다.<자가용> 조치원에서 대전방향으로 월하오거리에서 우회전 →  봉암다리에서 우회전 →  세종농업기술센터에서 고복저수지 방면으로 1.5km 직진 → 우리요양원 간판 있습니다.<버스> 74번, 72번 이용"
13611000067,A03,36,110,세종행복요양원,00,NORMAL SERVICE.,A03,http://세종시행복실버홈요양원.com/,13611000067,요양원 앞마당 및 주변지역  주차공간 있음(약 13대 가능)주변지역 주차가능 공간 많음,조치원역에서  전의 방면으로 승차시 약 13분소요조치원역에서 801번버스 탑승 후 심중2리입구 정거장(남원추어탕 앞)에서 하차. 전의방면으로 1~2분 도보. 길가 우측에 위치오송역에서 15분 거리두루타버스 활용시설
13611000087,A03,36,110,세종에덴요양원,00,NORMAL SERVICE.,A03,https://sejongeden.modoo.at,13611000087,10대주차가능휠체어 이동가능와상 휠체어 이동가능,세종특별자치시 조치원역 부근에 위치하여 전국어디나 편리한 교통요지이며 찾기도 쉽습니다.용산역에서 조치원역 (약 1시간 20분소요) - 세종에덴요양원까지 도보로 5분 대전역-조치원역 (20분소요) - 세종에덴요양원까지 도보로 5분 동대구역-조치원역 (2시간30분소요)  - 세종에덴요양원까지 도보로 5분광주송정역-조치원역 (2시간 40분) - 세종에덴요양원까지 도보로 5분목포역-조치원역 (3시간 30분) - 세종에덴요양원까지 도보로 5분창원중앙역-조치원역 (3시간) - 세종에덴요양원까지 도보로 5분영주역-조치원역 (2시간30분) - 세종에덴요양원까지 도보로 5분
13611000090,A03,36,110,세종천애안요양원,00,NORMAL SERVICE.,A03,cheonaean.com,13611000090,주차 6대 가능,조치원 서부역에서 세종시청 방면 도보 3분세종시 버스 1000번 이용가능
13611000099,A03,36,110,성덕효성원,00,NORMAL SERVICE.,A03,http://sd1365.org/,13611000099,8대 이상 주차 가능합니다.,62번 버스가 지나갑니다.(세종시시외버스터미널 경유하는 버스)
13611000113,A03,36,110,세종실버타운 평강요양원,00,NORMAL SERVICE.,A03,http://pkyoyang.co.kr/,13611000113,20대 가능,"● 자동차서울에서 오실 때경부고속도로 => 천안논산고속도로 => 풍세IC => 1번국도 => 송성리IC => 우회전 후 5km 가량 오시면 오른쪽에 진입로가 있습니다조치원에서 오실 때조치원 => 1번국도 천안방향 => 전동교차로에서 우회전 => 고가길 내려온 후 한마음효병원 방향으로 좌회전 => 7km 직진 후 송성삼거리에서 우회전하시면 왼쪽에 진입로가 있습니다● 대중교통조치원역 - 95번, 93번, 94번전의역 - 81번"
13611000133,A03,36,110,VIP요양원,00,NORMAL SERVICE.,A03,http://vip요양원.kr,13611000133,건물 앞 주차시설 완벽(15대 정도 주차 가능)언제든 방문해 주세요^^,"1.버스:조치원버스터미널에서 송정리행93번(1일 13회운행), 94번(1일 6회운행) 타시고 송정리(행골) 버스 승강장에 하차 2.승용차(자차): 대전에서 천안 방향으로 가는 1번국도타고 오시다가 홍익대 조치원캠퍼스를 지나 국제연수원 네거리로 직진 후 300m에서           1시방향(상봉리,송곡리방향)으로 내려오셔서 송곡리 방향으로 좌회전, 계속 직진 후 송곡리보건소 지나 차량으로 2km(약 5분소요)오시면            도로 왼쪽에 4층 건물인 세종VIP요양원 있습니다."
13611000150,A03,36,110,세종해밀 요양원,00,NORMAL SERVICE.,A03,blog.naver.com/haemil_8660,13611000150,야외주차장 9대 주차가능,시내버스: 세종시외버스터미널62번 승차-성덕1리에서 하차대전 복합터미널 105 → 급행  B1(BRT)(한남오거리(BRT)) → 마을  62(금강수목원(산림박물관)방면)(용포리) → 성덕1리정류장 하차   버스정류장 17개  | 총 32.82km
13611000160,A03,36,110,세종마음숲요양원 고운점,00,NORMAL SERVICE.,A03,sjplatinum.co.kr,13611000160,"지하주차장 B2/B3 지정구역이용지하주차장 만차시, 바로옆 주민복지센타 이용가능(1시간 무료)","세종터미널에서 1004번 버스, 1005번 버스 탑승 약 40분 조치원역에서 자동차로 약 20세종시청에서 차로 20분"
13611000162,A03,36,110,더 사랑 요양원,00,NORMAL SERVICE.,A03,http://더사랑요양원.com,13611000162,있음(차량 8대),"- 고운동 두루고등학교 정류장(지선 201번, 광역 1005번) - 고운동 가락초등학교 정류장(지선 202번, 221번) - 가락마을10.13단지, 가락마을17.18단지(광역 1003번)  버스정류장 → 요양원 (요양원 차량 연계 운행) - 장군면 두루타 노선2 (콜센터 1644-8255, 사전예약)    장군면사무소(또는 장군면복지회관) → 요양원 (약수사,독골 방향)"
13611000166,A03,36,110,세종요양원,00,NORMAL SERVICE.,A03,www.sejongsilver.co.kr,13611000166,10대 주차 가능,"- 도보 1분 거리에 버스정류장 있음.- 조치원 일원, 신도시 등 세종시 전지역 쉽게 접근 가능- 주변 근방에서 도보 가능"
13611000167,A03,36,110,세종굿모닝요양원,00,NORMAL SERVICE.,A03,없음,13611000167,언제든지 오시면 편히 주차 할수 있는 공간이 많습니다.,서창행복주택 맞은편에 위치함. 조치원역에서 천안방면으로 도보로 15분 승용차로 3분거리.
13611000168,A03,36,110,조이실버케어요양원,00,NORMAL SERVICE.,A03,blog.naver.com/joysilver7900,13611000168,A동 앞 주차장 / B동 1층 주차장 / 건물 뒷쪽 주차장,62번 세종고속시외터미널방면 <-> 금강수목원(산림박물관)580번 종합버스터미널(옥룡동방면) <-> 도남리(산림박물관)581번 공주여고(종점) <-> 도남리(산림박물관)
13611000182,A03,36,110,세종시립요양원,00,NORMAL SERVICE.,A03,http://sejongcare.com/,13611000182,주차시설 완비,"세종시립요양원 주소 : 세종특별자치시 조치원읍 수원지1길 16, 세종시립요양원조치원버스터미널에서 도보 10분거리조치원버스터미널에서 마을버스 71번, 94번, 92번, 91번 탑승하여 세종중학교 하차 및 도보이동조치원 기차역에서 801번 버스 탑승하여 세종중학교 하차 및 도보이동"
13611000143,A04,36,110,늘평안 노인요양공동생활가정,00,NORMAL SERVICE.,A04,https://blog.naver.com/npa1430,13611000143,차량 6대를 주차할수 있는 넓은 공간이 있습니다. ^*많이 이용해주시기 바랍니다.,조치원역에서 601번을 타서 세종교통 차고지 정류장에 하차하시면 늘평안 요양원이 있습니다. ^^
13611000203,A04,36,110,약산실버홈,00,NORMAL SERVICE.,A04,yssilverh.org,13611000203,5대이상 주차공간 여유있음.,자차이용시 금남면사무소에서 성덕다리를 건너 직진하면 좌측으로 위치함.세종터미널에서 62번 차량 탑승하면 요양원 앞에서 하차함.시청에서 7분거리.
23611000109,B01,36,110,행복한주간보호센터,00,NORMAL SERVICE.,B01,blog.naver.com/happy_daycare,23611000109,"지하 1, 2, 3층 총 42대 주차 가능","버스 이용시  - 대전반석역 BRT 1000, 1004, 1005번 - 세종시외버스터미널 BRT (가락마을 17, 18단지 하차 후 도보 3분)  - 도램마을 아파트 정류장 BRT 201번 (가락마을 17, 18단지 하차 후 도보 3분)  - 조치원역 500, 1000번 (두루초듣학교 하차 후 도보 5분)자가용 이용시  - 세종시 마음안1로 155 성진프라자"
23611000125,B01,36,110,세종우리노인복지센터,00,NORMAL SERVICE.,B01,blog.naver.com/woori_daycare,23611000125,"지하주차장(B1, B2, B3)","1. 한솔동(첫마을) - 430, 655, 991,204, 1000,1005, 612. 한솔동첫마을 - 7513. 한솔동 - 900,990,1001"
23611000129,B01,36,110,휴먼주간보호센터,00,NORMAL SERVICE.,B01,휴먼주간보호센터.kr,23611000129,"세종특별자치시 세종시 세종로 1219, 세종중앙타워 지하주차장",센터 앞 버스 정류장이 있습니다. 자동차 이용가능조치원에서 오실경우 1000번 버스 이용가능
23611000131,B01,36,110,세종고운재가복지센터,00,NORMAL SERVICE.,B01,세종고운재가복지센터.com,23611000131,아파트상가주차장또는 사무실앞 주변도로 하차공간 많음,대중교통: 1005번/201/1004번 운행중               고운동 복합커뮤니티센터남측 하차 고운초등학교쪽으로 내려오면 가락마을 208동 과 투섬플레이스커피전문점 사이(204동1층)
23611000132,B01,36,110,유정재가복지원,00,NORMAL SERVICE.,B01,없음,23611000132,주택 뒷편 주차 가능,"금성교차로에서 7분거리, 홈프러스에서 5분거리"
23611000135,B01,36,110,가정재가복지센터,00,NORMAL SERVICE.,B01,담당번호 : 010-5858-5760,23611000135,"건물 내 주차시설 이용 가능하며, 방문객은 1시간 무료주차가 가능함.장애인 주차구역 있음","버스■ 세종고속시외버스터미널 방향한누리대로 인근 버스정류장에서 하차 후 도보 이동 가능■ 세종시청·교육청 방향시내버스 이용 후 인근 정류장 하차, 도보 이동 가능■ 조치원역 및 오송역 방향시내버스 이용 후 한누리대로 인근 정류장 하차, 도보 이동 가능■ 대전 반석역 방향광역버스 이용 후 인근 정류장 하차, 도보 이동 가능자가용■ 세종시 전 지역 및 인근 지역에서 한누리대로를 통해 접근 가능■ 내비게이션 검색가정재가복지센터 또는 세종특별자치시 한누리대로 2270 스타뷰타워 612호"
23611000140,B01,36,110,민들레재가노인복지센터,00,NORMAL SERVICE.,B01,blog.naver.com/ddl4744,23611000140,사무실 앞 주차가능,"천안 터미널 출발:  700,710,702번 소정면 사무소, 소정리역 하차 도보 4분 거리전의역 출발:  85번 소정리역 하차 도보 4분 거리세종 시외 버스 터미널 출발:  991번  소정리역 하차 도보 4분 거리"
23611000148,B01,36,110,더힐링 세종전원주간보호센터,00,NORMAL SERVICE.,B01,blog.naver.com/didimdol6687,23611000148,건물 주차장,"-가락마을 9-10단지 사이. 자동차 이용 가능.-대중교통(버스) 이용시 201번,1003번,1004번 등 가락마을 10단지,13단지 앞 하차 후 가락마을 9-10단지 사잇길로 도보로 약 10분 정도 소요"
23611000153,B01,36,110,세종재가복지센터,00,NORMAL SERVICE.,B01,www.sejonghomecare.co.kr,23611000153,아파트 단지내  또는 이면 도로에 주차,조치원 역에서 도보로 5분 거리
23611000154,B01,36,110,세종특별자치시 사회서비스원 세종종합재가센터,00,NORMAL SERVICE.,B01,sj.pass.or.kr/main/,23611000154,센터 앞 8대 정도 주차할 수 있음,"버스 간선 : 991, 550, 551, 601, 801   광역: 1000       지선 : 13, 11, 12, 300, 910       일반 : 52, 525, 500, 502,  좌석 : 502(청주시내버스)       마을 : 76, 16, 17, 31자가용 : 남세종IC → 태평교차로 오른쪽 도로 → 상리사거리 좌호전 → 시민회관 사거리 우회전 → 수원지길 좌회전 후 즉시 우회전 → 세종특별시자치시광역치매센터"
23611000155,B01,36,110,세종통합돌봄센터,00,NORMAL SERVICE.,B01,www.세종통합돌봄센터.kr,23611000155,본 건물 지하주차장 이용 가능 (주차권 2시간 발행),"반석역 방면(대전 1호선) - BRT B2 (새롬동·나성동 정류장 하차), 1000번 버스 (새롬동·나성동 정류장 하차), 1005번 (첫마을1단지 정류장 하차)조치원역 방면 - 991번 (새롬동·나성동 정류장 하차), 1000번 버스 (새롬동·나성동 정류장 하차), 601번 (첫마을1단지 정류장 하차)오송역 방면 - BRT B1 (새롬동·나성동 정류장 하차), BRT B2 (새롬동·나성동 정류장 하차), BRT B3 (새롬동·나성동 정류장 하차)"
23611000157,B01,36,110,한누리재가장기요양기관,00,NORMAL SERVICE.,B01,https://blog.naver.com/mikwang0113,23611000157,마드리드 빌딩 A동  지하2층~4층 주차장,"202,222번,273번,275번,B5번,1000번 버스 탑승 시립도서관, 대법원등기정보센타 정류장 하차 도보 5분이내"
23611000159,B01,36,110,행복드림 재가방문요양센터,00,NORMAL SERVICE.,B01,blog.naver.com/mk713,23611000159,[주차시설]-세종고용복지센터 주차타워(1층~3층),"[대중교통]- 조치원공영버스터미널 및 세종고용복지센터에서 도보로 5분거리에 위치- 조치원역에서 도보로 20분 거리에 위치- 502번,521번, 525번 조치원터미널(서평리, 중봉리방면) 버스정류장  하차하여 온누리약국옆 골목- 502번,521번, 525번 조치원터미널(조치원 전통시장 북층방면) 버스정류장 하차하여 길건너 거부장(식당) 골목"
23611000135,B02,36,110,가정재가복지센터,00,NORMAL SERVICE.,B02,담당번호 : 010-5858-5760,23611000135,"건물 내 주차시설 이용 가능하며, 방문객은 1시간 무료주차가 가능함.장애인 주차구역 있음","버스■ 세종고속시외버스터미널 방향한누리대로 인근 버스정류장에서 하차 후 도보 이동 가능■ 세종시청·교육청 방향시내버스 이용 후 인근 정류장 하차, 도보 이동 가능■ 조치원역 및 오송역 방향시내버스 이용 후 한누리대로 인근 정류장 하차, 도보 이동 가능■ 대전 반석역 방향광역버스 이용 후 인근 정류장 하차, 도보 이동 가능자가용■ 세종시 전 지역 및 인근 지역에서 한누리대로를 통해 접근 가능■ 내비게이션 검색가정재가복지센터 또는 세종특별자치시 한누리대로 2270 스타뷰타워 612호"
23611000153,B02,36,110,세종재가복지센터,00,NORMAL SERVICE.,B02,www.sejonghomecare.co.kr,23611000153,아파트 단지내  또는 이면 도로에 주차,조치원 역에서 도보로 5분 거리
23611000169,B02,36,110,기쁨방문요양센터,00,NORMAL SERVICE.,B02,없음,23611000169,세종한신휴시티 건물 지하 1~3층 무료 주차 가능,"세종특별자치치 보듬3로 8-20, 세종한신휴시티 2층 233호 세종시 BRT B0, B1, B2, B3 도램마을 정거장 하차 세종시 시내버스 201, 203, 205, 222, 601, 801 도램마을 정거장 하차"
23611000180,B02,36,110,가람재가복지센터,00,NORMAL SERVICE.,B02,blog.naver.com/garamhomecare,23611000180,"건물 내 B1, B2","B0(순환, 터미널), B4, B5, 340, 1001, 1002"
