longTermAdminSym_request,adminPttnCd_request,siDoCd_request,siGunGuCd_request,adminNm_request,resultCode,resultMsg,adminNm,adminPttnCd,longTermAdminSym,longTermPeribRgtDt,siDoCd,siGunGuCd,stpRptDt
,,,,,,,아우내은빛복지관부설아우내노인복지센터,B03,24413000340,20160101,44,131,20010614
,,,,,,,하루 재가 방문간호센터,B05,24413000684,20251001,44,133,20251001
,,,,,,,고은빛나재가센터,B06,24413000588,20220627,44,131,20220524
,,,,,,,하나요양보호원,C01,34413000081,20080924,44,131,20080917
,,,,,,,'(A)돕는천사 벧엘 천안지사,C02,34413000156,20091229,44,131,20091229
,,,,,,,쌍용노인전문요양원병설주야간보호센터,C03,34413000317,20150513,44,133,20150513
,,,,,,,힐링재가복지센터,C05,34418000104,20140115,44,180,20140115
,,,,,,,천안아산복지용구센터,C06,34413000088,20081024,44,133,20081024
,,,,,,,당진시립노인요양원,G31,14427000256,20250101,44,270,20250101
,,,,,,,서천군노인요양시설,G32,14477000018,20081013,44,770,20081013
,,,,,,,서천노인복지센터,H31,24477000023,20090112,44,770,20050627
,,,,,,,충무원,A03,14413000089,20081107,44,131,20081107
,,,,,,,원성효그룹홈,A04,14413000295,20140707,44,131,20140707
,,,,,,,성남재가노인복지시설,B01,24413000303,20150102,44,131,20150102
,,,,,,,효드림재가복지센터,B02,24413000508,20201008,44,133,20200916
,,,,,,,우리노인주간보호센터,B03,24413000423,20180831,44,131,20180831
,,,,,,,갈릴리마을,A03,14711000004,20080527,47,113,20080307
,,,,,,,다예요양센터,A04,14711000388,20180212,47,111,20180212
,,,,,,,실버힐 재가복지센터,B01,24711000163,20100209,47,113,20100209
,,,,,,,실버힐 재가복지센터,B02,24711000163,20100209,47,113,20100209
,,,,,,,햇빛마을,B03,24711000011,20080609,47,111,20010110
,,,,,,,혜성노인복지센터,B04,24717000109,20151020,47,170,20151020
,,,,,,,우리동네 방문간호센터,B05,24711000621,20230601,47,113,20230601
,,,,,,,가온누리 복지센터,B06,24711000494,20200626,47,113,20200626
,,,,,,,죽장노인장기요양센타,C01,34711000046,20080703,47,113,20080703
,,,,,,,죽장노인장기요양센타,C02,34711000046,20080703,47,113,20080703
,,,,,,,평화의집 노인복지센터,C03,34711000132,20090916,47,111,20090916
,,,,,,,해와달노인복지센터,C04,34711000200,20111221,47,111,20111221
,,,,,,,동국 방문요양센터,C05,34711000054,20080714,47,113,20080714
,,,,,,,동산보청기의료기상사,C06,34711000060,20080826,47,113,20080806
,,,,,,,공영노인전문요양시설 사랑원,G31,14713000104,20100517,47,130,20100517
,,,,,,,공영노인전문요양시설 사랑원,G32,14713000104,20100517,47,130,20100517
,,,,,,,봉화요양원,G33,14792000001,20080522,47,920,19980728
,,,,,,,봉화요양원,G34,14792000001,20080522,47,920,19980728
,,,,,,,포항휴주간보호센터,H31,24711000679,20250301,47,113,20250301
,,,,,,,청우산대주간보호센터,H32,24713000311,20220208,47,130,20220208
,,,,,,,우현노인복지센터,I31,34711000450,20190819,47,113,20190819
,,,,,,,주식회사참사랑,I32,34719000121,20091028,47,190,20091028
,,,,,,,우현요양원,M31,14711000453,20190906,47,113,20190906
,,,,,,,우현요양원,M32,14711000453,20190906,47,113,20190906
,,,,,,,경주따뜻한집,S41,14713000134,20120713,47,130,20120713
,,,,,,,포항위덕어르신마을,A03,14711000006,20080529,47,111,20080403
,,,,,,,부영노인요양공동생활가정,A04,14711000561,20211201,47,111,20211201
,,,,,,,들꽃마을 노인복지센터,B01,24711000182,20101217,47,113,20101210
,,,,,,,유락원재가노인복지센터,B02,24711000215,20120813,47,111,20120813
,,,,,,,들꽃마을 노인복지센터,B03,24711000182,20101217,47,113,20101210
,,,,,,,보현노인복지센터,B04,24729028734,20100115,47,290,20100115
,,,,,,,우리방문간호센터,B05,24711000622,20230601,47,113,20230601
,,,,,,,부림복지용구,B06,24711000514,20201201,47,111,20201201
,,,,,,,동국 방문요양센터,C01,34711000054,20080714,47,113,20080714
,,,,,,,동국 방문요양센터,C02,34711000054,20080714,47,113,20080714
,,,,,,,가장조은복지센터,C03,34711000135,20090928,47,113,20090928
,,,,,,,심청노인복지센터,C04,34719000188,20111107,47,190,20111107
,,,,,,,경북재가요양원,C05,34711000227,20130409,47,113,20130409
,,,,,,,"파티마보조기,의료기백화점",C06,34711000094,20090202,47,113,20090202
,,,,,,,네스트빌요양원,G31,14713000370,20230224,47,130,20230224
,,,,,,,네스트빌요양원,G32,14713000370,20230224,47,130,20230224
,,,,,,,청우산대주간보호센터,H31,24713000311,20220208,47,130,20220208
,,,,,,,나천재가노인복지센터,H32,24717000003,20080626,47,170,19981228
,,,,,,,경주어르신종합돌봄센터,I31,34713000239,20190601,47,130,20190601
,,,,,,,은빛둥지,S41,14721000195,20191115,47,210,20191115
,,,,,,,포항원광보은의집,A03,14711000008,20080604,47,113,20080403
,,,,,,,포항 효 요양원,A04,14711000623,20230701,47,111,20230701
,,,,,,,유락원재가노인복지센터,B01,24711000215,20120813,47,111,20120813
,,,,,,,가온누리 복지센터,B02,24711000494,20200626,47,113,20200626
,,,,,,,선재 주야간노인센터,B03,24711000267,20141022,47,113,20141022
,,,,,,,안계노인복지센터,B04,24773000054,20080825,47,730,20080825
,,,,,,,돌보고 통합재가복지센터,B05,24711000707,20251101,47,111,20251101
,,,,,,,딜라이트(보청기),B06,24711000519,20210201,47,111,20210201
,,,,,,,은혜재가요양센터,C01,34711000065,20080911,47,113,20080911
,,,,,,,은혜재가요양센터,C02,34711000065,20080911,47,113,20080911
,,,,,,,선한이웃노인복지원,C03,34711000170,20100427,47,111,20100427
,,,,,,,(A+)황박사노치원,C04,34729028901,20180911,47,290,20180911
,,,,,,,소담방문간호센터,C05,34711000457,20191001,47,113,20191001
,,,,,,,미래복지재가센타,C06,34711000158,20100203,47,111,20100203
,,,,,,,노인요양시설 효구미실버힐,G31,14719000249,20140804,47,190,20140804
,,,,,,,보현요양원,G32,14729000004,20080603,47,290,20051226
,,,,,,,김천나눔사회적협동조합,H31,24715000275,20191220,47,150,20191220
,,,,,,,은가람재가노인복지센터,H32,24719000197,20120803,47,190,20120803
,,,,,,,주식회사참사랑,I31,34719000121,20091028,47,190,20091028
,,,,,,,금성산치매공동생활가정,S41,14773000079,20141201,47,730,20141201
,,,,,,,햇빛마을,A03,14711000010,20080609,47,111,20010103
,,,,,,,사랑의보금자리,A04,14713000016,20080609,47,130,20051104
,,,,,,,가온누리 복지센터,B01,24711000494,20200626,47,113,20200626
,,,,,,,은혜로재가복지센터,B02,24711000505,20201005,47,113,20201005
,,,,,,,효도마을 노인주간보호센터,B03,24711000271,20141101,47,111,20141101
,,,,,,,드림주간보호센터,B04,24785000189,20230401,47,850,20230401
,,,,,,,오늘방문간호요양센터,B05,24713000384,20230727,47,130,20230727
,,,,,,,선한이웃 복지용구 센터,B06,24711000551,20211001,47,113,20211001
,,,,,,,한사랑노인복지센터,C01,34711000072,20081013,47,113,20081013
,,,,,,,한사랑노인복지센터,C02,34711000072,20081013,47,113,20081013
,,,,,,,해와달노인복지센터,C03,34711000200,20111221,47,111,20111221
,,,,,,,국민건강재가복지센터,C05,34711000458,20191001,47,113,20191001
,,,,,,,수메디칼,C06,34711000181,20101129,47,113,20101129
,,,,,,,소망의집,G31,14721000003,20080529,47,210,19991130
,,,,,,,봉화요양원,G32,14792000001,20080522,47,920,19980728
,,,,,,,우리노인복지센터,H31,24715000340,20241001,47,150,20241001
,,,,,,,효구미노인복지센터,H32,24719000477,20230601,47,190,20230601
,,,,,,,대경케어노인복지센터,I31,34790000024,20100616,47,900,20100616
,,,,,,,학계노인전문요양원,A03,14711000015,20080610,47,111,20030208
,,,,,,,낮은둥지공동체,A04,14713000102,20100412,47,130,20100406
,,,,,,,한결재가복지센터,B01,24711000496,20200626,47,111,20200623
,,,,,,,보리재가복지센터,B02,24711000507,20201005,47,111,20201005
,,,,,,,환호노인복지센터,B03,24711000487,20200220,47,113,20200220
,,,,,,,예천연꽃마을 재가노인복지센터,B04,24790000392,20260602,47,900,20260602
,,,,,,,늘봄방문간호센터,B05,24713000467,20250529,47,130,20250529
,,,,,,,바른복지용구,B06,24711000595,20221101,47,111,20221101
,,,,,,,기계 효 장기요양센터,C01,34711000080,20081110,47,113,20081110
,,,,,,,기계 효 장기요양센터,C02,34711000080,20081110,47,113,20081110
,,,,,,,오천행복재가복지센터,C03,34711000273,20141112,47,111,20141112
,,,,,,,한울재가복지센터,C05,34711000467,20191120,47,113,20191120
,,,,,,,주식회사 케어스토어,C06,34711000213,20120802,47,113,20120802
,,,,,,,상주연세실버타운,G31,14725000094,20110714,47,250,20110712
,,,,,,,나천재가노인복지센터,H31,24717000003,20080626,47,170,19981228
,,,,,,,미소치매전담형 주야간보호센터,H32,24728000161,20200925,47,280,20200925
,,,,,,,유락원,A03,14711000016,20080610,47,111,20070801
,,,,,,,동진노인복지센터,A03,14811000005,20080527,48,121,20060904
,,,,,,,수산자비선원 부설 자비마을,A04,14811000007,20080529,48,121,20070313
,,,,,,,한빛노인복지센터,B01,24811000030,20080620,48,123,20041118
,,,,,,,희연재가커뮤니티케어센터,B02,24811000045,20080711,48,123,20080711
,,,,,,,동진소규모노인종합센터,B03,24811000008,20080527,48,121,20080328
,,,,,,,큰나무주간보호센터,B04,24825000612,20241231,48,250,20240927
,,,,,,,희연재가커뮤니티케어센터,B05,24811000045,20080711,48,123,20080711
,,,,,,,우리복지의료기,B06,24812000589,20200320,48,121,20200210
,,,,,,,설암재가노인복지센터,C01,34811000001,20080523,48,121,20080522
,,,,,,,설암재가노인복지센터,C02,34811000001,20080523,48,121,20080522
,,,,,,,경남다올노인복지센터,C03,34812000150,20100726,48,125,20100726
,,,,,,,가나안노인복지센터,C04,34825000252,20170413,48,250,20170413
,,,,,,,설암재가노인복지센터,C05,34811000001,20080523,48,121,20080522
,,,,,,,정우의료기,C06,34811000043,20080702,48,121,20080702
,,,,,,,효림요양원,G31,14812000478,20190601,48,129,20190601
,,,,,,,효림요양원,G32,14812000478,20190601,48,129,20190601
,,,,,,,창원삼계요양원,G33,14816000037,20080710,48,127,20080710
,,,,,,,희연치매전담형주간보호,H31,24812000761,20230113,48,121,20230113
,,,,,,,희연치매전담형주간보호,H32,24812000761,20230113,48,121,20230113
,,,,,,,태성데이케어센터,I31,34817000220,20150902,48,170,20150902
,,,,,,,연꽃노인요양원,M31,14887000034,20090612,48,870,20090612
,,,,,,,그린힐 치매전문요양센터,S41,14811000081,20090416,48,121,20090416
,,,,,,,주남요양센터,A03,14811000006,20080519,48,121,20060228
,,,,,,,아름다운요양원,A04,14811000023,20080609,48,121,20070131
,,,,,,,희연재가커뮤니티케어센터,B01,24811000045,20080711,48,123,20080711
,,,,,,,안정재활재가센터,B02,24812000359,20170727,48,121,20170727
,,,,,,,한빛노인복지센터,B03,24811000030,20080620,48,123,20041118
,,,,,,,행복한재가방문요양센터,B05,24812000624,20201015,48,121,20201006
,,,,,,,돌봄의료기복지용구,B06,24812000611,20200615,48,121,20200528
,,,,,,,은광재가복지센터,C01,34811000048,20080725,48,123,20080725
,,,,,,,은광재가복지센터,C02,34811000048,20080725,48,123,20080725
,,,,,,,소답노인장기요양센터,C03,34812000233,20130601,48,121,20130601
,,,,,,,웅동방문간호요양센터,C05,34812000263,20140827,48,129,20140827
,,,,,,,(주)한국메디칼,C06,34811000084,20090421,48,121,20090421
,,,,,,,새론케어,G31,14812000781,20230418,48,125,20230418
,,,,,,,창원삼계요양원,G32,14816000037,20080710,48,127,20080710
,,,,,,,백세시대 청춘실버케어센터,H31,24822000113,20251024,48,220,20251016
,,,,,,,백세시대 청춘실버케어센터,H32,24822000113,20251024,48,220,20251016
,,,,,,,오이주간보호센터,I31,34827000171,20190605,48,270,20190605
,,,,,,,거창시니어카운티,M31,14888000099,20240807,48,880,20240729
,,,,,,,효원실버그룹홈,S41,14817000162,20110929,48,170,20110929
,,,,,,,창원성심요양원,A03,14811000016,20080529,48,121,19981028
,,,,,,,온새미로요양원,A04,14812000153,20100824,48,121,20100824
,,,,,,,창원성심재가노인복지센터,B01,24811000063,20081118,48,121,20080908
,,,,,,,태양재가노인복지센터,B02,24812000424,20181205,48,123,20181205
,,,,,,,희연재가커뮤니티케어센터,B03,24811000045,20080711,48,123,20080711
,,,,,,,백세행복노인복지센터 내서점,B05,24812000633,20201215,48,127,20201215
,,,,,,,해피케어,B06,24812000636,20210120,48,127,20210106
,,,,,,,새경남노인복지센터,C01,34811000051,20080821,48,123,20080820
,,,,,,,새경남노인복지센터,C02,34811000051,20080821,48,123,20080820
,,,,,,,예본노인복지센터,C03,34812000260,20140801,48,121,20140801
,,,,,,,푸른방문간호요양센터,C05,34812000328,20160822,48,127,20160822
,,,,,,,국제의료기,C06,34811000085,20090421,48,121,20090420
,,,,,,,창원삼계요양원,G31,14816000037,20080710,48,127,20080710
,,,,,,,반도노인요양원,G32,14817000138,20100928,48,170,20100928
,,,,,,,사천노인복지센터,H31,24824000006,20080630,48,240,20080630
,,,,,,,양산도우누리치매전문센터,H32,24833000238,20190904,48,330,20190904
,,,,,,,효원실버그룹홈2호,S41,14817000180,20130430,48,170,20130430
,,,,,,,창원성심노인전문요양원,A03,14811000017,20080529,48,121,20011101
,,,,,,,은빛노인센터,A04,14812000180,20110601,48,129,20110601
,,,,,,,명진노인통합지원센터,B01,24812000200,20120330,48,125,20050831
,,,,,,,창원도우누리 노인통합재가센터,B02,24812000435,20190114,48,121,20190114
,,,,,,,안정재활재가센터,B03,24812000359,20170727,48,121,20170727
,,,,,,,참방문간호요양센터,B05,24812000768,20230310,48,127,20230216
,,,,,,,세종메디,B06,24812000640,20210120,48,121,20210120
,,,,,,,예명 재가복지센터,C01,34811000056,20080916,48,121,20080909
,,,,,,,예명 재가복지센터,C02,34811000056,20080916,48,121,20080909
,,,,,,,사랑방 주.야간복지센터,C03,34812000331,20160922,48,129,20160919
,,,,,,,누림재가복지센터,C05,34812000573,20191216,48,121,20191211
,,,,,,,정동통상의료기,C06,34811000105,20090916,48,121,20090916
,,,,,,,공덕의집 노인요양원,G31,14817000013,20080528,48,170,20080527
,,,,,,,사천노인전문요양원,G32,14824000004,20080630,48,240,20080630
,,,,,,,사천기억학교,H31,24824000133,20171205,48,240,20171205
,,,,,,,효원실버그룹홈3호,S41,14817000233,20160104,48,170,20160104
,,,,,,,다솜창원노인복지센터,A03,14811000133,20100301,48,121,20100301
,,,,,,,늘돌봄요양센터,A04,14812000189,20110803,48,125,20110803
,,,,,,,안정재활재가센터,B01,24812000359,20170727,48,121,20170727
,,,,,,,선일데이케어센터,B02,24812000437,20190121,48,121,20190121
,,,,,,,남가람 노인 통합지원센터,B03,24812000415,20181030,48,125,20181030
,,,,,,,창원 효사랑주간보호센터,B05,24812000847,20240422,48,121,20240422
,,,,,,,해피한 복지용구사업소,B06,24812000739,20220920,48,127,20220920
,,,,,,,늘돌봄터,C01,34811000067,20090219,48,125,20090213
,,,,,,,늘돌봄터,C02,34811000067,20090219,48,125,20090213
,,,,,,,행복나눔재가장기요양기관,C03,34812000358,20170719,48,121,20170719
,,,,,,,재가장기요양기관 새론,C05,34816000145,20100601,48,125,20100601
,,,,,,,(주)하울,C06,34812000170,20110411,48,127,20110411
,,,,,,,반도노인요양원,G31,14817000138,20100928,48,170,20100928
,,,,,,,사천행복요양원,G32,14824000059,20100301,48,240,20100301
,,,,,,,㈜케어링 주간보호센터 김해점,H31,24825000536,20230901,48,250,20230721
,,,,,,,풀꽃사랑채,S41,14833000226,20190409,48,330,20190409
,,,,,,,소답노인요양센터,A03,14812000197,20111226,48,121,20111226
,,,,,,,에버그린 실버홈,A04,14812000306,20160205,48,129,20160205
,,,,,,,남가람 노인 통합지원센터,B01,24812000415,20181030,48,125,20181030
,,,,,,,다안재가복지센터,B02,24812000594,20200409,48,121,20200330
,,,,,,,태양재가노인복지센터,B03,24812000424,20181205,48,123,20181205
,,,,,,,창원 효 방문간호재가센터,B05,24812000850,20240422,48,123,20240422
,,,,,,,효담 재가노인복지센터,B06,24812000767,20230313,48,125,20230313
,,,,,,,영남방문요양센터,C01,34811000071,20090305,48,123,20090302
,,,,,,,영남방문요양센터,C02,34811000071,20090305,48,123,20090302
,,,,,,,한울노인복지기관,C03,34812000375,20180302,48,125,20180302
,,,,,,,한경원광소규모요양시설,A03,15011000001,20080509,50,110,20070615
,,,,,,,서부요양원,A04,15011000163,20111018,50,110,20111018
,,,,,,,동제주노인복지센터,B01,25011000003,20080526,50,110,20060106
,,,,,,,한경원광소규모요양시설,B02,25011000002,20080509,50,110,20070615
,,,,,,,한경원광소규모요양시설,B03,25011000002,20080509,50,110,20070615
,,,,,,,서귀포공립요양원 주간보호센터,B04,25013000127,20220302,50,130,20220222
,,,,,,,한울재가복지센터,B05,25011000314,20200521,50,110,20200504
,,,,,,,한라복지용구센터,B06,25011000334,20211102,50,110,20210901
,,,,,,,세모바퀴재가장기요양기관,C01,35011000017,20080611,50,110,20080611
,,,,,,,세모바퀴재가장기요양기관,C02,35011000017,20080611,50,110,20080611
,,,,,,,저청노인복지센터,C03,35011000096,20090501,50,110,20090501
,,,,,,,제주방문간호센터,C05,35011000031,20080623,50,110,20080623
,,,,,,,힘찬노인복지센터,C06,35011000051,20080704,50,110,20080704
,,,,,,,제주특별자치도립노인요양원,G31,15011000131,20100615,50,110,20100615
,,,,,,,제주특별자치도립노인요양원,G32,15011000131,20100615,50,110,20100615
,,,,,,,제주특별자치도립노인요양원 부설 주야간보호센터,H31,25011000328,20210801,50,110,20210801
,,,,,,,제주특별자치도립노인요양원 부설 주야간보호센터,H32,25011000328,20210801,50,110,20210801
,,,,,,,서귀포공립요양원,M31,15013000123,20200703,50,130,20200629
,,,,,,,서귀포공립요양원,M32,15013000123,20200703,50,130,20200629
,,,,,,,제주요양원,A03,15011000005,20080602,50,110,19920301
,,,,,,,서부노인요양원,A04,15011000165,20111121,50,110,20111121
,,,,,,,은빛마을노인복지센터,B01,25011000004,20080529,50,110,20060601
,,,,,,,동제주노인복지센터,B02,25011000003,20080526,50,110,20060106
,,,,,,,은빛마을노인복지센터,B03,25011000004,20080529,50,110,20060601
,,,,,,,올레재가복지센터,B05,25011000342,20220331,50,110,20220218
,,,,,,,설문대 복지용구,B06,25011000346,20220429,50,110,20220419
,,,,,,,엔젤방문요양지원센터,C01,35011000019,20080612,50,110,20080603
,,,,,,,엔젤방문요양지원센터,C02,35011000019,20080612,50,110,20080603
,,,,,,,효심노인복지센터,C03,35011000098,20090515,50,110,20090515
,,,,,,,참된장기요양기관,C05,35011000099,20090518,50,110,20090518
,,,,,,,한라의료기,C06,35011000077,20081203,50,110,20081202
,,,,,,,정효원,G31,15011000245,20150521,50,110,20150521
,,,,,,,정효원,G32,15011000245,20150521,50,110,20150521
,,,,,,,서귀포공립요양원 주간보호센터,H31,25013000127,20220302,50,130,20220222
,,,,,,,주사랑요양원,A03,15011000006,20080602,50,110,20040504
,,,,,,,아름마을 요양원,A04,15011000200,20130524,50,110,20130524
,,,,,,,제주원광재가노인복지센터,B01,25011000008,20080602,50,110,19960906
,,,,,,,은빛마을노인복지센터,B02,25011000004,20080529,50,110,20060601
,,,,,,,제주원광재가노인복지센터,B03,25011000008,20080602,50,110,19960906
,,,,,,,제주두성통합재가센터,B05,25011000356,20221031,50,110,20220923
,,,,,,,나눔복지용구센터,B06,25011000348,20220530,50,110,20220429
,,,,,,,제주방문간호센터,C01,35011000031,20080623,50,110,20080623
,,,,,,,제주방문간호센터,C02,35011000031,20080623,50,110,20080623
,,,,,,,탐모라노인복지센터,C03,35011000114,20091211,50,110,20091208
,,,,,,,반딧불복지센터,C05,35011000235,20150205,50,110,20150205
,,,,,,,행복나눔(복지용구),C06,35011000089,20090409,50,110,20090409
,,,,,,,성이시돌요양원,A03,15011000010,20080603,50,110,20030630
,,,,,,,둥지노인요양공동생활가정,A04,15011000202,20130708,50,110,20130708
,,,,,,,제주노인복지센터,B01,25011000026,20080619,50,110,20040915
,,,,,,,제주원광재가노인복지센터,B02,25011000008,20080602,50,110,19960906
,,,,,,,삼양소규모노인종합센터,B03,25011000036,20080624,50,110,20071011
,,,,,,,이웃집재가복지센터,B05,25011000396,20240718,50,110,20240531
,,,,,,,하나노인복지센터,B06,25011000353,20220923,50,110,20220824
,,,,,,,힘찬노인복지센터,C01,35011000051,20080704,50,110,20080704
,,,,,,,힘찬노인복지센터,C02,35011000051,20080704,50,110,20080704
,,,,,,,탐라노인복지센터,C03,35011000136,20100803,50,110,20100803
,,,,,,,간호사가 여는  빛사랑통합돌봄재활센터,C05,35011000296,20190403,50,110,20190403
,,,,,,,노인복지용구사업소,C06,35011000101,20090609,50,110,20090609
,,,,,,,소망요양원,A03,15011000011,20080603,50,110,20040504
,,,,,,,동문요양원,A04,15011000256,20151120,50,110,20151120
,,,,,,,주사랑소규모요양원,B01,25011000082,20090205,50,110,20090205
,,,,,,,제주노인복지센터,B02,25011000026,20080619,50,110,20040915
,,,,,,,제광원소규모요양시설,B03,25011000080,20090114,50,110,20090114
,,,,,,,나무재가복지센터,B05,25011000398,20241226,50,110,20240822
,,,,,,,중앙로복지용구센터,B06,25011000360,20230227,50,110,20230202
,,,,,,,참사랑재가장기요양기관,C01,35011000062,20080811,50,110,20080811
,,,,,,,효심노인복지센터,C02,35011000098,20090515,50,110,20090515
,,,,,,,다솜노인종합복지센터,C03,35011000188,20121217,50,110,20121213
,,,,,,,효드림노인복지센터,C06,35011000149,20110131,50,110,20110131
,,,,,,,세화요양원,A03,15011000012,20080603,50,110,20050728
,,,,,,,낭그늘요양원,A04,15011000264,20160920,50,110,20160920
,,,,,,,성안노인복지센터,B01,25011000087,20090401,50,110,20090401
,,,,,,,주사랑소규모요양원,B02,25011000082,20090205,50,110,20090205
,,,,,,,주사랑소규모요양원,B03,25011000082,20090205,50,110,20090205
,,,,,,,돌담재가노인복지센터,B05,25011000402,20250513,50,110,20250311
,,,,,,,그린메디복지용구,B06,25011000372,20230609,50,110,20230504
,,,,,,,진영노인복지센터,C01,35011000067,20080916,50,110,20080911
,,,,,,,참된장기요양기관,C02,35011000099,20090518,50,110,20090518
,,,,,,,다올주야간보호센터,C03,35011000218,20140103,50,110,20140103
,,,,,,,빛사랑복지센터,C06,35011000161,20110630,50,110,20110630
,,,,,,,보은의집,A03,15011000013,20080603,50,110,20040426
,,,,,,,신촌실버복지센터,A04,15011000320,20210512,50,110,20210325
,,,,,,,전원요양원,B01,25011000124,20100323,50,110,20100323
,,,,,,,성안노인복지센터,B02,25011000087,20090401,50,110,20090401
,,,,,,,노인복지센터 연화원,B03,25011000091,20090422,50,110,20090422
,,,,,,,수호통합재가복지센터,B05,25011000405,20250513,50,110,20250401
,,,,,,,제주케어메디칼,B06,25011000383,20230922,50,110,20230830
,,,,,,,행복한재가요양기관,C01,35011000073,20081027,50,110,20081027
,,,,,,,탐라노인복지센터,C02,35011000136,20100803,50,110,20100803
,,,,,,,다원노인복지센터,C03,35011000230,20140929,50,110,20140929
,,,,,,,제주의료복지용구기관,C06,35011000162,20111007,50,110,20111007
,,,,,,,제주태고원,A03,15011000015,20080604,50,110,20050126
,,,,,,,어르신요양가정 효누리,A04,15011000422,20251224,50,110,20251128
,,,,,,,한림주간보호센터,B01,25011000298,20190509,50,110,20190509
,,,,,,,전원요양원,B02,25011000124,20100323,50,110,20100323
,,,,,,,전원요양원,B03,25011000124,20100323,50,110,20100323
,,,,,,,제주 진심돌봄 통합재가복지센터,B06,25011000391,20231222,50,110,20231121
,,,,,,,효심노인복지센터,C01,35011000098,20090515,50,110,20090515
,,,,,,,한마음복지센터,C02,35011000140,20100930,50,110,20100930
,,,,,,,오라노인주간보호센터,C03,35011000234,20141112,50,110,20141112
,,,,,,,양지노인마을,A03,14211000010,20080624,51,110,20050318
,,,,,,,춘천평화노인마을,A04,14211000120,20100113,51,110,20100113
,,,,,,,춘천효자종합사회복지관부설춘천효자노인복지센터,B01,24211000017,20080624,51,110,19910314
,,,,,,,춘천효자종합사회복지관부설춘천효자노인복지센터,B02,24211000017,20080624,51,110,19910314
,,,,,,,운교노인복지센터,B03,24211000216,20140501,51,110,20140501
,,,,,,,사랑채움재가복지센터,B04,24215000357,20220203,51,150,20220118
,,,,,,,"""춘천희망""복지센터",B05,24211000228,20141006,51,110,20141006
,,,,,,,주식회사엘케어,B06,24211000472,20220627,51,110,20220620
,,,,,,,그린노인복지센터,C01,34211000052,20081009,51,110,20081009
,,,,,,,그린노인복지센터,C02,34211000052,20081009,51,110,20081009
,,,,,,,천사노인복지센터,C03,34211000070,20090218,51,110,20090212
,,,,,,,그린노인복지센터,C05,34211000052,20081009,51,110,20081009
,,,,,,,고려의료기,C06,34211000002,20080607,51,110,20080607
,,,,,,,세실요양원,G31,14211000383,20191001,51,110,20191001
,,,,,,,원주보훈요양원,G32,14213000345,20201214,51,130,20201212
,,,,,,,너브내노인전문요양원,G33,14272000041,20100408,51,720,20100408
,,,,,,,정선군노인요양원,G34,14277000010,20080625,51,770,20070125
,,,,,,,정선군노인요양원,G35,14277000010,20080625,51,770,20070125
,,,,,,,정선군노인요양원,G36,14277000010,20080625,51,770,20070125
,,,,,,,동해이레복지센터,H31,24217000070,20150624,51,170,20141128
,,,,,,,동해이레복지센터,H32,24217000070,20150624,51,170,20141128
,,,,,,,안식의 집,M31,14219000001,20080605,51,190,20080530
,,,,,,,철원군노인전문요양원,M32,14278000001,20080609,51,780,20050303
,,,,,,,강릉시립노인요양센터,M33,15115000446,20251017,51,150,20250811
,,,,,,,화천군 치매전담형 종합노인요양시설 공동생활가정,S41,15179000032,20250818,51,790,20250730
,,,,,,,연화마을,A03,14211000011,20080624,51,110,20050830
,,,,,,,예다온,A04,14211000130,20100713,51,110,20100713
,,,,,,,운교노인복지센터,B01,24211000216,20140501,51,110,20140501
,,,,,,,운교노인복지센터,B02,24211000216,20140501,51,110,20140501
,,,,,,,"""춘천희망""복지센터",B03,24211000228,20141006,51,110,20141006
,,,,,,,좋은복지센터,B04,25115000411,20240301,51,150,20240206
,,,,,,,A+중앙통합복지센터,B05,24211000421,20200901,51,110,20200901
,,,,,,,백세의료기기,B06,24213000335,20200801,51,130,20200617
,,,,,,,우리재가복지센터,C01,34211000053,20081016,51,110,20081014
,,,,,,,천사노인복지센터,C02,34211000070,20090218,51,110,20090212
,,,,,,,수빈재가노인복지센터,C03,34211000313,20170608,51,110,20170608
,,,,,,,우리재가복지센터,C05,34211000053,20081016,51,110,20081014
,,,,,,,강원의료기상사,C06,34211000035,20080708,51,110,20080624
,,,,,,,원주성문요양원,G31,14213000109,20100503,51,130,20100503
,,,,,,,너브내노인전문요양원,G32,14272000041,20100408,51,720,20100408
,,,,,,,정선군노인요양원,G33,14277000010,20080625,51,770,20070125
,,,,,,,햇빛나눔노인복지센터,H31,24219000019,20150701,51,190,20150701
,,,,,,,철원군노인전문요양원,M31,14278000001,20080609,51,780,20050303
,,,,,,,강릉시립노인요양센터,M32,15115000446,20251017,51,150,20250811
,,,,,,,춘천원광효도의집,A03,14211000014,20080624,51,110,20050921
,,,,,,,봄내공동생활가정,A04,14211000155,20110622,51,110,20110622
,,,,,,,"""춘천희망""복지센터",B01,24211000228,20141006,51,110,20141006
,,,,,,,"""춘천희망""복지센터",B02,24211000228,20141006,51,110,20141006
,,,,,,,A+춘천시니어복지센터,B03,24211000253,20151005,51,110,20151005
,,,,,,,온누리재가요양센터,B05,24211000498,20230101,51,110,20230101
,,,,,,,성지의료기,B06,24213000347,20201222,51,130,20201214
,,,,,,,천사노인복지센터,C01,34211000070,20090218,51,110,20090212
,,,,,,,노인방문요양센터 에벤에셀,C02,34211000089,20090706,51,110,20090630
,,,,,,,참조은노인복지센터,C03,34211000328,20180201,51,110,20180201
